book,lang,page,content,len,tokens_amount,summary,summary_len
hist.pdf,ru,529,"В связи с очередной распрей между католическим и греко- православным духовенством, вспыхнувшей из-за обладания религиозными святынями христиан в Палестине, император Николай I в феврале 1853 г. потребовал от Порты (турецкого правительства) поставить всех православных подданных Османской империи под его покровительство. Порта, за спиной которой стояли Англия и Франция, отклонила домогательства царя. В ответ русские войска перешли в июле 1853 г. реку Прут и оккупировали Молдавию и Валахию, которые находи- лись под сюзеренитетом султана. Николай I был уверен, что таким путем он заставит Порту пойти на уступки, не доводя дело до войны. В военном отношении Россия была значительно сильнее Турции, а вмеша- тельство других держав в русско-турецкий конфликт царь считал немыслимым. Монархи Австрии и Пруссии были его партнерами по Священному союзу; Франция, по его мнению, еще не окрепла после революционных потрясений, а Англия, не имевшая большой армии, вообще сбрасывалась со счета; кроме того, Англия и Франция являлись соперницами на Ближнем Востоке, и союз между ними казался царю невозможным. Царское правительство не видело тех сдвигов, которые произошли в международной об- становке к началу 50-х годов. Англия, Франция и другие европейские державы в это время стремились сговориться между собой за счет экономически отсталой России. Кроме того, правящие круги Англии и Франции в такой же мере, как и царизм, готовы были пойти на внешнеполитические авантюры на Востоке, чтобы укрепить свое господство внутри страны. Поэтому английская и французская дипломатия не пожалела усилий для обострения русско- турецкого конфликта и не остановилась перед самым активным вмешательством в него. Воспользовавшись возникновением русско-турецкого конфликта, англо-французский флот вошел в Мраморное море. Дипломатические отношения между Россией и Турцией бы- ли прерваны. В то же время начались переговоры между правительствами Англии, Франции, Австрии, Пруссии и Швеции об образовании коалиции против России. Демократические силы России и всей Европы, видевшие в царизме главное препятствие на пути политического прогресса, надеялись, что назревающая война развяжет силы евро- пейской революции. К. Маркс и Ф. Энгельс в своих статьях того времени указывали, что наилучшим исходом для дела демократии и прогресса была бы такая война против царизма, которая приблизила бы новую революционную ситуацию и оказалась бы способной перерас- ти затем в войну народов Европы против реакционных правительств. Однако правящие кру- ги европейских держав больше всего боялись такого развития событий. Подрывая позиции России на Ближнем Востоке и укрепляя там свое собственное влияние, они вовсе не желали ослаблять силы царизма вообще, так как рассчитывали и в дальнейшем использовать его для борьбы с революционным движением. Отсюда же проистекало стремление Англии и Фран- ции вести военные действия главным образом в районе Причерноморья. В сентябре 1853 г. турецкое правительство потребовало от России вывода ее армии из Дунайских княжеств и вскоре дви- нуло свои войска в наступление на дунайском и кавказском направлениях. ",3112,2165,,
hist.pdf,ru,407,"Венгерские революционные войска, среди которых имелись польские и словацкие добро- вольческие отряды, начали успешно теснить австрийцев. 19 апреля венгерские войска нанес- ли удар австрийской армии в битве при Надьшарло. 26 апреля была освобождена крепость Комаром. Венгерская армия приближалась к границе Австрии. 2 мая венгерские отряды за- няли крепость Буду. В этот момент по просьбе австрийского императора на помощь контрреволюции пришло правительство царской России. В мае 1849 г. 100-тысячная армия под начальством фельд- маршала князя Паскевича вступила в Венгрию, а другая русская армия численностью в 40 тыс. человек — в Трансильванию. Передовые круги русской общественности резко осуж- дали выступление царизма против революционной Венгрии. Чернышевский в своем дневни- ке 1849 г. называл себя «другом венгров» и выражал надежду на поражение царских войск, на то, что оно даст толчок восстанию против самодержавия и крепостничества в России. В среде офицеров и солдат армии Паскевича также были люди, сочувствовавшие освободи- тельной борьбе венгерского народа. Были даже случаи перехода солдат на сторону венгров. ",1127,1197,,
hist.pdf,ru,778,"Между крупнейшим литературным произведением начала XIX века — романом Ли Жу-чжэня «Цветы в зеркале» (1820 г.) — и первыми стихами (1835 г.) поэта Хуан Цзунь-сяня (1848—1905), посвященны- ми тайпинскому восстанию, лежит более чем сорокалетняя полоса исканий. Значение ее в развитии культуры велико: в эти годы начали проявляться новые черты, которые в более со- вершенной художественной форме определились в китайской литературе только в самом конце XIX в. Среди таких новых черт наибольшую важность имело возрождение политической, соци- альной поэзии. Оно связано с именами выдающихся политических деятелей: Линь Цзэ-сюя, Хун Сю-цюаня, Ши Да-кая. Многие из них были активными участниками тайпинского дви- жения. Их поэтическое творчество явилось попыткой вывести поэзию на широкую полити- ческую арену, дать ей право голоса в общественной жизни. Поэзия, культивируемая в консервативных слоях китайского общества середины XIX в., была представлена тунчэнской школой и школой сунского стиля. Главенствующее положе- ние сначала занимала первая из них; вторая школа сложилась несколько позже, в процессе борьбы с тунчэнской, и постепенно вытеснила ее, заняв прочное место в литературе верхов. Главный эстетический принцип обеих групп состоял в подражании древним образцам (тун- чэнская школа подражала поэзии эпохи Тан; школа сунского стиля — поэтам эпохи Сун) и в пренебрежении к общественной жизни страны. Столпом тунчэнской школы был ярый реак- ционер, палач тайпинского восстания Цзэн Го-фань. В борьбе с эстетическими воззрениями тунчэнской школы впоследствии (в конце 90-х годов XIX в.) формируется «школа новой по- эзии», представленная поэтами-патриотами. Гораздо меньшее значение имели прозаические произведения середины XIX в. Причины этого коренятся отчасти в строгости правительственной цензуры (стихи в отличие от прозы часто распространялись устно), а также в том, что в бурную революционную эпоху крупные писатели были поглощены общественной борьбой. Существенный интерес представляет ав- тобиография одного из вождей тайпинского восстания Ли Сю-чэна, написанная им в нанкин- ской тюрьме перед казнью. На китайской литературе середины XIX в. еще не успело сказаться европейское влияние: первые переводы западных произведений на китайский язык появились лишь в самом конце XIX в. Середина XIX в. ознаменована возникновением в Китае пе- риодической печати современного типа. Первые периодиче- ские издания были основаны западными миссионерами. Вскоре от этих изданий отпочковалась национальная китайская пресса, сумевшая приобре- сти острую патриотическую направленность. В ее создании принимали участие деятели пат- риотического движения: Линь Цзэ-сюй, издававший в Кантоне журнал «Кантонские запис- ки», младший брат вождя тайпинов Хун Жэнь-гань, журналист Ван Тао и другие. Особую роль сыграла деятельность Ван Тао — пропагандиста научных и политических знаний, об- личителя китайского феодального общества. За свою связь с тайпинами он был объявлен вне закона. Вынужденный бежать в Гонконг, он там сотрудничал в газете «Новейшие события», а в 1872 г. вместе с У Тин-фаном и Чэнь Ай-тином основал «Ежедневную газету на китай- ском языке», пользовавшуюся большой популярностью в Южном Китае. Появление перио- дической прессы в Китае имело существенное значение как для роста освободительного движения, так и для развития художественной литературы. ",3359,2303,,
hist.pdf,ru,108,"Распад Иранского государства после смерти Надир-шаха су- щественно изменил политическую обстановку в Закавказье. Зависимость закавказских ханств от Ирана стала во второй половине XVIII в. чисто номинальной. Грузинские царства Картли и Кахетия также сумели отстоять свою независимость и объединились в единое царство. Западная Грузия, находив- шаяся в сфере влияния Турции, продолжала оставаться раздробленной на ряд феодальных владений — Имеретию, Мегрелию, Гурию. В ханствах Закавказья господствовали отсталые феодальные порядки и натуральное хо- зяйство. Крестьянство несло тяжелые феодальные повинности. Основными формами фео- дальной ренты были натуральный оброк и отработочная рента. Произвол феодалов и фео- дальная раздробленность пагубно отражались на развитии торговли и ремесла, сохранявшего средневековый характер. В Картли-Кахетинском царстве крепостнический строй сковывал развитие производи- тельных сил. Крестьяне массами бежали из деревень. Попытки царя Ираклия II несколько ограничить эксплуатацию крестьян, чтобы предотвратить окончательное разорение этих ос- новных производителей и налогоплательщиков, как и меры, принимавшиеся для развития торговли и промышленности, не давали должных результатов. Крупные феодалы — тавады противодействовали также созданию регулярного войска и централизованной системы управления. В Закавказье не прекращались феодальные распри, усобицы. Ханы и другие феодалы со- вершали нападения на владения своих соседей с целью захвата добычи и угона жителей, ве- ли между собой постоянные войны. Непрерывные набеги на Закавказье совершали и даге- станские феодалы. В этих условиях Картли-Кахетинское царство и закавказские ханства не имели возможно- сти защищаться от агрессии Ирана, вновь усилившегося в конце XVIII в., и Турции, стре- мившейся не только удержать в своих руках Западную Грузию, но и подчинить себе Восточ- ное Закавказье. Единственной державой, которая могла оказать народам Закавказья помощь против Ирана и Турции, была Россия. К ней обращались за поддержкой и представители господствующих классов (в том числе представители армянского духовенства и армянской торговой буржуазии, выступавшие в роли активных поборников присоединения Закавказья к России) и местные правители (грузинские цари, азербайджанские ханы), большая часть ко- торых тоже предпочитала власть России иранскому и турецкому владычеству. В 1783 г. Ираклий II подписал договор о вступлении Картли-Кахетинского царства под русский протекторат. Многие закавказские ханы также заявили о своей готовности перейти под покровительство России. В Восточную Грузию были введены два батальона русских войск. Царское правительство уже тогда проектировало присоединить к Российской империи прикаспийские области, а в остальной части Закавказья создать три зависимых от России вассальных государства — Грузию, Армению и Албанию (Азербайджан). Однако междуна- родная обстановка и, в частности, начавшаяся в 1787 г. война с Турцией вынудили царское правительство на время отказаться от осуществления этих планов и даже отозвать русские войска из Грузии. Между тем длительные междоусобицы в Иране завершились в конце XVIII в. победой главы племени каджаров Ага-Мохаммед-хана. Последнему к 1794 г. удалось подчинить сво- ей власти почти весь Иран. Летом 1795 г. Ага-Мохаммед-хан во главе пятидесятитысячной армии вторгся в Закавка- зье. Направив часть своих войск в Ереванское ханство, а другую — в Муганскую степь, он сам с основными силами проник через Карабах и Гянджинское ханство в Грузию и овладел Тбилиси. Грузинская столица была разгромлена и сожжена. Оставшиеся в городе жители были перебиты или уведены в плен. ",3634,2360,,
hist.pdf,ru,393,"В области внешней политики Маркс и Энгельс выдвигали лозунг революционной войны против царской России, являвшейся тогда главным оплотом европейской контрреволюции. Они указывали, что поражение царизма в этой войне приведет к подъему революции в Гер- мании и Австрии, к свержению династии Гогенцоллернов и династии Габсбургов. Внутри рабочего движения в Германии Маркс и Энгельс вели борьбу на два фронта: с од- ной стороны, против Борна, уповавшего на мирное развитие событий, с другой — против Готшалька, считавшего, что Германия может перейти к коммунистической республике, ми- нуя промежуточный, буржуазно-демократический этап революции, и призывавшего рабочих не принимать участия в выборах в общегерманское собрание. Борьба против полуанархист- ской тактики Готшалька завершилась тем, что он потерял свое прежнее влияние среди кёльнских рабочих. В октябре 1848 г. председателем кёльнского «Рабочего союза» был из- бран Маркс. Руководящую роль Маркс играл в «Кёльнском демократическом обществе», а также в «Рейнском окружном комитете демократов», созданном в конце июня 1848 г. Важнейшей задачей немецкой буржуазно-демократической революции 1848 г. было политическое объединение Германии. Большая часть германской буржуазии добивалась объедине- ния Германии под главенством Пруссии. Этот путь преду- сматривал исключение из Германии владений монархии Габс- бургов, поэтому его сторонники получили название «малогерманцев». Второй путь объеди- нения Германии предусматривал объединение всех территорий Германского союза, в едином германском государстве во главе с Австрией. Некоторые группы мелкой буржуазии Первое заседание Национального собрания в соборе Св. Павла (Франкфурт-на-Майне). Литография середины XIX в. ",1719,1487,,
hist.pdf,ru,145,"После битвы при Ватерлоо Наполеон вновь отрекся от престола (22 июня 1815 г.). Он ду- мал уехать в Америку, но не смог осуществить это намерение вследствие блокады берегов Франции английской эскадрой и был вынужден сдаться англичанам. Английское правитель- ство с согласия других союзных держав отправило Наполеона на остров святой Елены (в южной части Атлантического океана). Здесь он и умер в мае 1821 г. После вторичного правления Наполеона, вошедшего в историю под названием «Ста дней», во Франции опять утвердились Бурбоны. Крушение наполеоновской империи явилось концом целой эпохи в истории Европы. Ха- рактеризуя итоги и значение наполеоновских завоевательных войн и национально- освободительных движений против наполеоновского господства, Ленин писал: «Империали- стские войны Наполеона продолжались много лет, захватили целую эпоху, доказали не- обыкновенно сложную сеть сплетающихся империалистских 1 отношений с национально- освободительными движениями. И в результате история шла через всю эту необычно бога- тую войнами и трагедиями (трагедиями целых народов) эпоху вперед от феодализма — к «свободному» капитализму» 2. ",1134,1187,,
hist.pdf,ru,164,"В 20-х годах были сделаны попытки объединения старых товариществ подмастерьев, так называемых «компаньонажей», прежде враждовавших между собой. Тогда же возникли об- щества взаимопомощи рабочих и подмастерьев («Общество взаимопомощи каменотесов го- рода Парижа» в 1820 г., «Общество взаимопомощи парижских плотников» в 1823 г. и т. п.), а также рабочие ссудо-сберегательные кассы. Все эти рабочие организации были еще очень далеки от понимания задач классовой борь- бы пролетариата. Но они тем не менее имели важное значение, так как давали рабочим воз- можность уяснить преимущества коллективной борьбы для защиты своих интересов. Рабочие все чаще стали прибегать к стачкам. В 1824 г. в Нанте бастовали рабочие, выра- батывавшие саржу, в Суз-ан-Тарбе — рабочие бумажных фабрик. В 1825— 1827 гг. проис- ходили стачки жестянщиков и оцинковщиков в Париже, каменщиков в Париже и в Булони, стекольщиков в Комментри. Некоторые забастовки приводили к вооруженным столкновениям рабочих с полицией. Так, забастовка 800 рабочих прядильной мануфактуры в Ульме (близ Руана) в 1825 г. сопро- вождалась сражением между рабочими и жандармерией, в помощь которой был двинут ба- тальон королевской гвардии. Забастовка была подавлена вооруженной силой. Одного из за- бастовщиков — рабочего Рустеля по решению суда казнили; многих других стачечников приговорили к тюремному заключению и каторжным работам. Отталкивающие черты капиталистического строя — эксплуа- тация человека человеком, власть денег, — составлявшие рез- кий контраст с провозглашенными в период революции принципами свободы, равенства и братства, заставляли передовых мыслителей задумываться над тем, как изменить сущест- вующий общественный строй. Разочарованные результатами буржуазной революции, они приходили к выводу, что ре- волюция оказалась способной лишь разрушить старое общество, но не смогла построить но- вое, так как нельзя было признать разумным и нормальным строем возникшее после рево- люции буржуазное общество с его индивидуализмом, культом наживы, преклонением перед золотым тельцом, с его социальными несправедливостями. Искренне сочувствуя невзгодам и страданиям трудящихся масс, эти мыслители гневно клеймили капитализм, разоблачали его язвы и пороки, противопоставляя ему идеал нового общественного строя, без эксплуатации и социальных противоречий. Социалистические учения того времени неизбежно носили утопический характер. В нача- ле XIX столетия не было еще общественных предпосылок для возникновения научного со- циализма. «...В это время, — писал Энгельс, — капиталистический способ производства, а вместе с ним и противоположность между буржуазией и пролетариатом были еще очень неразвиты... Это историческое положение определило взгляды и основателей социализма. Незрелому со- стоянию капиталистического производства, незрелым классовым отношениям соответство- вали и незрелые теории» 1. Социалисты-утописты не были способны раскрыть законы развития капиталистического общества, историческую роль пролетариата. В статье «Три источника и три составных части марксизма» Ленин, характеризуя утопический социализм начала XIX в., писал: «Он крити- ковал капиталистическое общество, осуждал, проклиная его, мечтал об уничтожении его, фантазировал о лучшем строе, убеждал богатых в безнравственности эксплуатации. Но утопический социализм не мог указать действительного выхода. Он не умел ни разъ- яснить сущность наемного рабства при капитализме, ни открыть законы 1 Ф. Энгельс, Развитие социализма от утопии к науке, К. Маркс, Ф. Энгельс, Избранные произведения, т. II, М. 1955, стр. 111, 112. ",3571,2328,,
hist.pdf,ru,560,"Новое судоустройство отвечало потребностям капиталистического развития страны, но на нем сказывалось влияние пережитков крепостничества; правительство и в данном случае до- пустило ряд важных отступлений от общих принципов буржуазных реформ. Для крестьян были созданы особые волостные суды, в которых сохранялись телесные наказания; по поли- тическим процессам, даже при оправдательных судебных приговорах, применяли административные репрессии; политиче- ские дела рассматривались без участия присяжных заседателей и т. д. Вместе с тем должно- стные преступления чиновников объявлялись неподсудными общим судебным инстанциям. Суд в царской России продолжал оставаться зависимым от самодержавной власти. Реформы 60-х годов коснулись также образования. Была создана сеть начальных народ- ных училищ. Наряду с классическими гимназиями открывались реальные гимназии (учили- ща), в которых главное внимание обращалось на преподавание математики и естественных наук. Устав 1863 г. для высших учебных заведений вводил частичную автономию универси- тетов — выборность ректора и деканов и расширение прав профессорской корпорации. В 1869 г. в Москве были открыты первые в России Высшие женские курсы с общеобразова- тельной программой. Несколько облегчено было положение печати. По уставу 1865 г. от предварительной цен- зуры освобождались книги объемом свыше 10 авторских листов, а по особому ходатайству также некоторые столичные периодические издания. За первое нарушение правил цензуры издатели получали «предостережение», при повторном нарушении издание приостанавлива- лось на шесть месяцев и при третьем запрещалось. ",1615,1361,,
hist.pdf,ru,676,"17 февраля 1871 г. главой исполнительной власти был назначен Тьер. Начатые немедлен- но мирные переговоры завершились 26 февраля подписанием в Версале прелиминарного ми- ра, утвержденного 1 марта Национальным собранием. (Окончательный мирный договор был подписан 10 мая во Франкфурте-на-Майне). Согласно грабительским условиям, этого про- диктованного Бисмарком договора, Франция лишалась Эльзаса и Восточной Лотарингии, обязывалась уплатить огромную контрибуцию в 5 млрд. франков золотом. Военный разгром и навязанные французскому народу тяжелые условия мира были пря- мым результатом банкротства и измены господствующих классов Франции. Пролетариат Парижа ответил на это предательство призывом к оружию. 18 марта 1871 г. началась герои- ческая борьба парижских рабочих за новый общественный строй, за Коммуну. ",812,1020,,
hist.pdf,ru,127,"Франции — маршалами Неем, Мюратом, Даву и другими. Но в рядах наполеоновской «ве- ликой армии», как он сам называл ее в своих приказах, были также десятки тысяч солдат, насильно мобилизованных в вассальных странах. Многие из этих солдат видели в Наполеоне угнетателя своего народа и не желали воевать за чуждые им захватнические цели французского императора. Наполеон рассчитывал разгромить основные русские силы в генеральном сражении еще вблизи от границы; затем он намеревался идти на Москву и здесь продиктовать свои условия мира. Не располагая обученными резервами, крепостная Россия в начале войны смогла выста- вить по сравнению с армией Наполеона вдвое меньшие силы. Правда, русские войска отли- чались высокими боевыми качествами, имели весьма одаренных военачальников: Багратио- на, Барклая де Толли, Дохтурова, Раевского и многих других. Накануне войны первая армия под командованием Барклая де Толли в 110 тыс. человек стояла на Немане; вторая, возглав- ляемая Багратионом, в 45— 48 тыс. человек расположена была в 100 км южнее, от Немана вплоть до Западного Буга. Третья армия (Тормасова) в 43—46 тыс. человек находилась в 200 км к югу от войск Багратиона, прикрывая Киев. Наконец, на петербургском направлении стоял корпус Витгенштейна в составе 20 тыс. человек. Наполеон стремился главными силами обойти армию Барклая при одновременном охвате армии Багратиона. Получив сведения о вражеском вторжении в пределы России, русское ко- мандование стало поспешно отводить свои войска, что сорвало первоначальный замысел Наполеона. Тогда он поставил перед собой задачу не допустить соединения первой и второй русских армий и разбить их поодиночке. Бросив против Багратиона часть своих войск. На- полеон с основными своими силами обрушился на армию Барклая. ",1764,1511,,
hist.pdf,ru,544,"Борьба идеологов русской революционной демократии за ос- вобождение крестьян революционным путем находила живой отклик и поддержку у передовых людей того времени, осо- бенно в среде разночинцев. Решительным поборником полного освобождения крестьян выступал тогда вернувшийся из десятилетней ссылки Тарас Григорьевич Шевченко. Он сблизился с редакцией «Современника» и стал единомышленником Чернышевского и Доб- ролюбова. В конце 50-х годов им был написан ряд произведений с призывом к революцион- ной борьбе с царизмом. За революционную пропаганду среди украинских крестьян Шев- ченко подвергался в 1859 г. аресту. Он умер в Петербурге 10 марта 1861 г. Со второй половины 50-х годов XIX в. воз- никали многочисленные кружки и группы, обсуждавшие революционный путь борьбы с самодержавным строем. Участниками их яв- лялись обычно представители студенческой молодежи, среди которых решающее влияние стало переходить к выходцам из разночин- ских кругов. Н. А. Добролюбовым был образован в Главном педагогическом институте Петербур- га кружок, который выпускал нелегальную рукописную газету и вел пропаганду среди студенчества. Существовали и другие подоб- ные кружки студентов (например, кружок В. И. Покровского в Москве). Входившие в них лица увлекались идеями утопического социа- лизма. Они читали и обсуждали запрещенную социально-политическую литературу и герце- новские издания. В 1856 г. возник студенческий кружок в Харькове. Участники его установили связь с Герценом и Огаревым, распространяли герце- новские издания. Систематически распро- странял нелегальную литературу кружок ка- занских студентов, объединившихся в 1857 г. вокруг созданной ими газеты «Студенческая библиотека». К концу 50-х годов XIX в. относится начало второго — разночинского периода в развитии русского революционного движения. В это движение теперь вступала новая сила, свободная от классовой ограниченности дворянских революционеров и окончательно определившая победу в нем революционно-демократической идеологии. По словам одного современника, «разночинец есть поднимающаяся кверху часть народа, имеющая в нем свои корни». Опасаясь народных волнений, Александр II требовал ускорения подготовки закона об от- мене крепостного права. На заседании Государственного совета в январе 1861 г. он заявил: «Всякое дальнейшее промедление может быть пагубно для государства». Окончательный текст закона был утвержден царем 3 марта (19 февраля) 1861 г. Одновре- менно им был подписан особый манифест об отмене крепостного права в России. ",2509,1854,,
hist.pdf,ru,531,"На Дунае и в Закавказье турки имели существенный перевес в силах. Тем не менее их по- пытки вытеснить русские войска из Валахии потерпели неудачу. В Закавказье их армия была разбита в сражении при Башкадыкларе (около Карса). Почти одновременно эскадра черно- морского флота под командованием вице-адмирала П. С. Нахимова уничтожила у Синопа стоявший там турецкий флот. Это опрокинуло расчеты английских и французских политиков на затяжную войну между Россией и Турцией и заставило их ввести в действие собственные вооруженные силы. В марте 1854 г. Англия и Франция объявили войну России. Англо-французский флот бло- кировал морские побережья России, а получившая подкрепление турецкая армия снова раз- вернула наступление на Дунае и в Закавказье. Первоначально русские войска одерживали победы. Попытки англичан и французов выса- дить десанты были успешно отражены. Осо- бенно тяжелое поражение потерпели англо- французские вооруженные силы при нападении на Петропавловск-Камчатский и на Колу. В За- кавказье турецкая армия была вторично раз- громлена в сражении при Кюрюк-Дара, а на Дунае русские войска перешли в контрнаступ- ление и осадили крепость Силистру. Но постепенно положение менялось. Парус- ный флот отсталой в военно-техническом от- ношении России не мог рассчитывать на успех в борьбе с паровым флотом Англии и Франции. Русский флот оказался запертым на своих базах в Кронштадте, Свеаборге и Севастополе. Авст- рия сосредоточила на границе с Россией боль- шую армию и, угрожая войной, заставила цар- ское правительство вывести войска из Молда- вии и Валахии, после чего оба княжества были оккупированы австрийцами. Угроза со стороны прусской, австрийской и шведской армий вы- нудила царизм сосредоточить главные силы русской армии в Польше и Прибалтике. В сен- тябре 1854 г. в Крыму была высажена англо- франко-турецкая армия. Она разбила в сражении при Альме значительно уступавшие ей по численности и вооружению русские войска (английские и французские войска были воору- жены винтовками, русские — старыми гладкоствольными ружьями, с несравненно меньшей дальнобойностью и скорострельностью) и подступила к Севастополю. Севастополь представлял в то время первоклассную военно-морскую базу, способную от- разить нападение англо-французского флота. Но он не имел укреплений с суши, а после от- ступления русской армии его гарнизон был по сути дела оставлен на произвол судьбы. Руко- водство обороной города взяли на себя адмиралы В. А. Корнилов и П. С. Нахимов. Они за- топили часть кораблей, загородив флоту противника вход в бухту, а команды судов направи- ли на линию обороны. Туда же была перевезена часть корабельных орудий. Моряки, солдаты и помогавшие им жители города в короткое время соорудили вокруг Севастополя восемь бастионов, вооруженных тяжелой артиллерией, и превратили, таким образом, город в на- стоящую крепость. ",2847,2069,,
