book,lang,page,content,len,tokens_amount
ml.pdf,ru,120,"Давайте интуитивно разберемся в том, что тут происходит. Вычисляя остатки,  мы определяем, насколько хорошо (или плохо) предсказывается цель каждого  обучающего образца текущей моделью f. Затем мы обучим другое дерево для  исправления ошибок текущей модели (именно поэтому мы используем остатки  вместо фактических меток) и добавим новое дерево в существующую модель  с некоторым весом α. В результате каждое новое дерево, добавленное в модель,  частично исправляет ошибки, допущенные предыдущими деревьями. Процесс  продолжается, пока не будет объединено максимальное количество M (еще один  гиперпараметр) деревьев. ",618,881
ml.pdf,ru,120,"Теперь попробуем ответить на вопрос, почему этот алгоритм называется градиент- ным бустингом. В градиентном бустинге мы не вычисляем градиент, в отличие от  того, что мы делали в главе 4, решая задачу линейной регрессии. Чтобы увидеть  сходство между градиентным бустингом и градиентным спуском, вспомните, для чего  мы вычисляли градиент в линейной регрессии: чтобы узнать направление изменения  значений параметров для минимизации функции стоимости MSE. Градиент показы- вает направление, но не показывает, как далеко идти в этом направлении, поэтому  в каждой итерации мы делали небольшой шаг, а затем вновь определяли направле- ние. То же происходит в градиентном бустинге, только вместо непосредственного  вычисления градиента мы используем его оценку в форме остатков: они показывают,  как следует скорректировать модель, чтобы уменьшить ошибку (остаток). ",862,1007
ml.pdf,ru,139,"Идея прореживания очень проста. Каждый раз, передавая в сеть обучающий обра- зец, нужно на время отключать некоторые узлы. Чем выше процент отключенных  узлов, тем выше эффект регуляризации. Библиотеки нейронных сетей позволяют  добавлять прореживающий слой между двумя соседними слоями или определить  в самом слое параметр, управляющий прореживанием. Параметр прореживания  может иметь значение в диапазоне [0, 1], и его необходимо подобрать эксперимен- тально, по результатам прогнозирования на контрольных данных. ",518,845
ml.pdf,ru,139,"Ранняя остановка — это метод обучения нейронной сети, предусматривающий  сохранение предварительной модели после каждой эпохи и оценку ее эффектив- ности на контрольном наборе. Как рассказывалось в разделе о градиентном спуске  в главе 4, с увеличением количества эпох ошибка уменьшается. Уменьшение ошиб- ки означает высокое качество модели на обучающих данных. Однако в какой-то  момент, после некоторой эпохи, может начать развиваться эффект переобучения:  ошибка продолжает снижаться, но качество модели на контрольных данных ухуд- шается. Если сохранять в файле версию модели после каждой эпохи, вы можете  прекратить обучение, как только начнет наблюдаться снижение качества прогно- зирования на контрольном наборе. Как вариант, можно продолжить процесс об- учения в течение определенного количества эпох, а затем выбрать лучшую модель.  Модели, сохраненные после каждой эпохи, называются контрольными точками.  Некоторые специалисты, использующие машинное обучение на практике, очень  часто используют этот прием; другие пытаются найти подходящий метод регуля- ризации, чтобы избежать такого нежелательного поведения. ",1125,1092
phil.pdf,ru,120,"Преобладающее влияние религиозных верований. — Они  всегда составляли наиболее важный элемент жизни на- родов. — Большая часть исторических событий, так же  как политические и социальные учреждения, проистекает  из религиозных идей. — С новой религиозной идеей рож- дается всегда новая цивилизация. — Власть религиозно- го идеала. — Его влияние на характер. — Он направляет  все способности к одной цели. — Политическая, художе- ственная и литературная история народов — дочь их ве- рований. — Малейшая перемена в состоянии верований  какого-нибудь народа имеет результатом целый ряд из- менений в его существовании. — Разные примеры. ",635,915
phil.pdf,ru,242,"Во всех социальных сферах, от самых высших до низ- ших, если только человек не находится в изолированном  положении, он легко подпадает под влияние какого-ни- будь вожака. Большинство людей, особенно в народных  массах, за пределами своей специальности не имеет поч- ти ни о чем ясных и более или менее определенных поня- тий. Такие люди не в состоянии управлять собой, и вожак  служит им руководителем. Власть вожаков очень деспотична, но именно этот  деспотизм и заставляет ей подчиняться. Нетрудно убе- диться, как легко они вынуждают рабочие классы, даже  самые буйные, повиноваться себе, хотя для поддержания  своей власти у них нет никаких средств. Они назначают  число рабочих часов, величину заработной платы, орга- низуют стачки и заставляют их начинаться и прекращать- ся в определенный час. В настоящее время вожаки толпы все более и более от- тесняют общественную власть, теряющую свое значение  вследствие распрей. Тирания новых властелинов поко- ряет толпу и заставляет ее повиноваться им больше, чем  она повиновалось какому-нибудь правительству. Если же  вследствие какой-нибудь случайности вожак исчезает и не  замещается немедленно другим, то толпа снова становит- ся простым сборищем без всякой связи и устойчивости.  Во время последней стачки кучеров омнибусов в Париже  достаточно было арестовать двух вожаков, руководивших  ею, чтобы она тотчас же прекратилась. В душе толпы пре- обладает не стремление к свободе, а потребность подчи- нения; толпа так жаждет повиноваться, что инстинктивно  покоряется тому, кто объявляет себя ее властелином. Класс вожаков удобно подразделяется на две опре- деленные категории. К одной принадлежат люди энер- гичные, с сильной, но появляющейся у них лишь на ко- роткое время волей; к другой — вожаки, встречающие- ся гораздо реже, обладающие сильной, но в то же время  и стойкой волей. ",1842,1477
phil.pdf,ru,244,"Ближайшим примером того, что достигается сильной  волей, служит знаменитый человек, разделивший два ми- ра и выполнивший задачу, которую напрасно пытались  выполнить в течение трех тысяч лет многие из величай- ших государей. Позднее он потерпел неудачу в подобном  же предприятии, но тогда уже наступила старость, перед  которой все стушевывается, даже воля. История тех труд- ностей, которые надо было преодолеть при прорытии Су- эцкого канала, лучше всего указывает во всех своих под- робностях, как много может сделать одна только сильная  воля. Очевидец, доктор Казалес, в нескольких захватываю- щих строчках резюмирует это великое дело, об осущест- влении которого рассказывал сам его бессмертный автор.  «Он рассказывал изо дня в день все эпизоды эпопеи ка- нала, — говорит Казалес. — Он рассказывал, как ему надо  было победить невозможное и сделать его возможным,  восторжествовать над всеми препятствиями, коалиция- ми, неудачами, несчастиями и неуспехами всякого рода.  Однако ничто не могло ввергнуть его в уныние, заставить  упасть духом. Он вспоминал, как восстала и безустанно  нападала на него Англия, какую нерешительность выка- зывали Египет и Франция; как французский консул боль- ше других мешал началу работ и как ему нужно было про- тиводействовать, влияя на рабочих, подвергая их жажде  и отказывая им в пресной воде; он говорил, что морское  министерство, инженеры, все люди серьезные, опытные,  ученые, но естественным образом настроенные враждеб- но против его идеи и притом убежденные в его гибели,  предсказывали эту гибель в такой-то день и час, точно  дело шло о солнечном затмении». Книга, в которой была бы рассказана жизнь всех ве- ликих вожаков толпы, конечно, не могла бы заключать  в себе много имен, но все эти имена стояли во главе важ- нейших событий нашей цивилизации и истории. ",1818,1479
phil.pdf,ru,125,"Политическая, художественная и литературная исто- рия народов — дочь их верований; но эти последние, со- вершенно изменяя их характер, в свою очередь глубоко  изменяются им. Характер какого-нибудь народа и его  верования — вот ключи к разгадке его судьбы. Первый  в основных своих элементах неизменен, и именно пото- му, что он не изменяется, история какого-нибудь наро- да сохраняет всегда известное единство. Верования мо- гут изменяться, и именно потому, что они изменяются,  история записывает столько переворотов. Малейшая  пе ремена в состоянии верований какого-нибудь народа  имеет необходимым следствием целый ряд преобразова- ний в условиях его существования. Мы сказали в преды- дущей главе, что во Франции люди XVIII века казались  совершенно отличными от людей XVII века. Несомнен- но; но каково происхождение этого различия? Просто:  в том факте, что в промежуток этих двух веков мысль пе- решла от теологии к науке, противопоставила разум тра- диции и добытые истины — откровенной истине. В силу  этой простой перемены в понимании изменилась физи- ономия века, и если бы мы хотели проследить все вы- шедшие отсюда последствия, то увидели бы, что Вели- кая французская революция, так же как и события, сле- довавшие за нею и продолжающиеся поныне, являются  простым следствием эволюции религиозных доктрин.  И если в настоящее время старое общество колеблется  в своих устоях и видит все свои учреждения сильно по- шатнувшимися, то это потому, что оно все более и бо- лее теряет свои старые верования, которыми люди жили  до сих пор. Когда человечество их совершенно потеряет,  новая цивилизация, основанная на новой вере, необхо- димо займет ее место. История показывает нам, что на- роды не переживают долго исчезновения своих богов.  Родившиеся с ними цивилизации умирают также с ними.  Нет ничего более разрушительного, чем прах умерших  богов. ",1862,1501
phys.pdf,ru,233,"     Рассмотрим механизм возникновения приливной волны в идеализи- рованном случае, когда имеется сплошной океан. Приливные силы за- висят не от величины гравитационного поля (Луны, Солнца), а от сте- пени его неоднородности (градиента). Ниже будет получено соотно- шение приливных эффектов от Луны и Солнца. Пусть для определен- ности Луна притягивает Землю, рис.88. Рассмотрим ускорения, дейст- вующие в точках А, B и С, вычитая при этом ускорение центра масс  Земли.       Поскольку точка А ближе у Луне, то в ней дополнительная гравита- ционная сила направлена к Луне, в то время как в противоположной  точке В сила такая же, но направлена от Луны. В точке C имеется со- ставляющая перпендикулярная линии, соединяющей Луну и Землю.  Приливы в точках А и В будут происходить одновременно и одинако- вой величины.        Ускорение в точке находящейся между О и А на расстоянии x  от  центра Земли за вычетом ускорения центра Земли равно  Потенциал между точками С и О может быть найден непосредственно  как разность потенциалов в этих точках, поскольку в этом направлении  центр масс Земли не имеет ускорения.  ",1113,1126
phys.pdf,ru,225,"      Пусть по трубе течет вода со скоростью V . Если кран быстро пере- крыть, то вода начнет останавливаться, кинетическая энергия будет  переходить в энергию сжатия и по воде со скоростью звука (c ) побе- жит волна сжатия в воде. Сила, действующая на торец трубы равна  импульсу воды, останавливающейся за единицу времени. Отсюда на- ходим давление  Скорость звука в воде 1435 м/с. При скорости воды 1 м/с в трубах воз- никнет давление  дин см н м атм 7 2 6 2 1.4 10 / 1.4 10  / 14  P = ⋅ = ⋅ » . Это  явление называется гидроударом. Чтобы трубы не разорвало, краны  нужно закрывать медленно (за времена большие, чем время распро- странения ударной волны вдоль трубы до широкой магистральной  трубы). Если попытаться пальцем быстро заткнуть кран с текущей во- дой, то ввиду гидроудара из-под пальца вначале брызнет струйка воды  (даже при низком давлении в водопроводе), затем держать напор воды  становится намного легче.  ",926,1096
phys.pdf,ru,132,"§ 52 Системы единиц электрических величин  Основное отличие системы СГС(Э) и СИ состоит в электрических  единицах. Обычные механические законы записываются одинаково в  обеих системах единиц, отличие состоит только в величинах, взятых за  единицу измерений. В случае же электрических явлений имеется отли- чие даже в формулах.   Единица заряда  В системе СГСЭ единицей заряда является «единица. заряда  СГСЭ» – это такой заряд, что сила взаимодействия двух зарядов по од- ной единице СГСЭ, расположенных на расстоянии 1 см, равна 1 дин.  ",538,895
phys.pdf,ru,164,"      Получился удивительный результат. Короткий стержень останав- ливается как в случае столкновения со стержнем той же длины, так и  при столкновении с более длинным стержнем. В первом случае при  соударении сохраняются и импульс и энергия (передаются покояще- муся стержню), а во втором случае энергия длинного стержня  солютно упругие тела. Это связано с тем, что часть кинетическая энер- гия перешла в колебания длинного стержня, которые постепенно за- тухли, перейдя в хаотическое движение молекул, т.е. тепло.  ",518,861
phys.pdf,ru,129,"§ 49. Сила Лоренца  Используя сформулированные в начале предыдущего параграфа  постулаты и теорию относительности можно рассчитать силу взаимо- действия между двумя произвольно движущимися зарядами. Действи- тельно, раз известна сила, действующая со стороны покоящегося заря- да, то можно найти силу в любой движущейся системе отсчета. Оста- вим эти расчеты для курса электричества и приведем только конечный  результат.  Сила, действующая на заряд, движущийся со скоростью V , со сто- роны заряда, источника поля, движущегося со скоростью v равна  где Ε  и B – это электрическое и магнитное поля, создаваемое источ- ником полей. Эта сила называется силой Лоренца.  В случае взаимодействия двух зарядов  Направление E  и B показано на рис. 37. Магнитное поле, как и элек- трическое, можно изображать силовыми линями.   Поскольку магнитная составляющая силы Лоренца (49.1) перпен- дикулярна скорости заряженной частицы,  формула, то работы она не совершает.   В случае линейного провода с током сило- вые линии имеют форму кольца, охватываю- щие проводник. Направление поля находится  по правилу буравчика (штопора): если штопор  вкручивать в направлении тока, то движение  точек на ручке штопора указывают направле- ние магнитного поля.  В общем случае, электрические и магнитные поля могут создавать- ся множеством зарядов, это может быть чисто электрическое поле или  только магнитное поле (поле проводника с током) – во всех случаях  сила, действующая на заряд, дается силой Лоренца. Хендрик Лоренц  нашел выражение для этой силы в 1892 году.   ",1548,1354
potter.pdf,ru,81,"       Ухмылка Малфоя заставляла Гарри, Рона и Гермиону очень нервничать всю следующую неделю.  Они проводили большую часть своего времени в темной хижине Хагрида, стараясь урезонить его.        -- Просто выпусти его, -- убеждал Гарри. -- Пусть идет.       -- Я не могу, -- отвечал Хагрид. -- Он слишком мал. Он погибнет.       Они посмотрели на дракона. За неделю он вырос в длину по меньшей мере втрое. Из его ноздрей  вырывался пар. Хагрид забросил свои обязанности егеря, потому что дракон занимал его целиком.  Повсюду валялись пустые бутылки из-под бренди и цыплячий пух.        -- Я решил назвать его Норберт, -- сказал Хагрид, умиленно глядя на дракона. -- Он меня признает,  глядите. Норберт! Норберт! Где мамочка?       -- Совсем с ума съехал, -- прошептал Рон на ухо Гарри.       -- Хагрид, -- громко сказал Гарри. -- Еще пара недель, и Норберт перерастет твой дом. Малфой  может в любой момент пойти к Дамбльдору.       Хагрид закусил губу.        -- Я -- я знаю, что не могу оставить его навсегда, но я не могу выбросить его,  никак не могу.       Гарри вдруг повернулся к Рону.       -- Чарли! -- сказал он.       -- И ты туда же, -- ответил Рон. -- Я Рон, припоминаешь?       -- Да нет, Чарли -- твой брат Чарли. В Румынии. Изучает драконов. Мы можем послать ему  Норберта. Чарли позаботится о нем, а потом выпустит.       -- Классно! -- воскликнул Рон. -- Ты как, Хагрид?       В конце концов Хагрид согласился, что можно послать Чарли сову, чтобы спросить.           Пронеслась еще неделя. В среду вечером Гарри и Гермиона сидели в гостиной, когда все давно  ушли спать. Стенные часы пробили полночь, когда ход за портретом раскрылся. Из ниоткуда возник  Рон, скинувший Плащ-Невидимку. Он был в хижине Хагрида, помогая тому кормить дракона, который  теперь пожирал дохлых крыс бочками.       -- Он укусил меня! -- пожаловался Рон, показывая свою руку, обернутую в окровавленный носовой  платок. -- Я теперь неделю перо держать не смогу. Говорил я, драконы самые жуткие звери, каких я  встречал, но посмотреть, как Хагрид с ним обращается, так подумаешь, что это пушистый домашний  кролик. Когда он меня цапнул, Хагрид сказал, чтоб я его не пугал. А когда я уходил, он пел  колыбельную.       Раздался стук в окно.       -- Это Гедвига! -- воскликнул Гарри, скорей впуская ее. -- Она принесла ответ от Чарли!       Все трое наклонились над письмом.          Дорогой Рон,        Как дела? Спасибо за письмо -- буду рад получить Норвежского Шипохвоста, но доставить его  сюда непросто. Думаю, будет лучше всего послать его с моими друзьями, которые собираются ко  мне на той неделе. Беда в том, их не должны поймать с нелегальным драконом.       Можешь ли ты принести Шипохвоста на самую высокую башню в субботу в полночь? Они  встретятся там с тобой и заберут его, пока темно.       Пришли ответ как можно скорее.       С любовью,                                        Чарли.         Они переглянулись.       -- У нас есть Плащ-Невидимка, -- сказал Гарри. -- Это не должно быть так уж сложно -- в смысле,  Плащ достаточно велик, чтобы спрятать нас двоих и Норберта.        То, что остальные согласились с ним, показывало, как тяжело далась им последняя неделя. Что  угодно, чтобы избавиться от Норберта -- и Малфоя.           Новое препятствие. На следующее утро укушенная рука Рона распухла вдвое. Он не был уверен,  можно ли идти к мадам Помфри -- вдруг она узнает драконий укус? Но уже к середине дня выбора не  осталось. Рана начала приобретать мерзкий зеленый цвет. Похоже, клыки Норберта были ядовиты.        Гарри и Гермиона, зашедшие в конце дня в госпитальное крыло,нашли Рона в постели в ужасном  состоянии.     ",3638,2385
potter.pdf,ru,36,"      -- Не понимаю, чего он так распереживался, -- заметил Рон. -- Если бы мне всучили жабу, я бы  постарался поскорей ее потерять. С другой стороны, не мне говорить, у меня-то вообще Скабберс.       Крыса по-прежнему дрыхла у Рона на коленях.       -- Он сдохнет, и разницы не заметишь, -- сказал Рон с отвращением. -- Я вчера попытался сделать  его желтым, чтоб он был поинтереснее, но заклинание не сработало. Сейчас покажу, смотри...       Он покопался в своем сундуке и вытащил весьма потрепанную волшебную палочку. Местами на  ней были щербины, и что-то белое проглядывало на конце.       -- Единорожьи волосы торчат. Ладно...       Только он поднял палочку, как дверь купе снова открылась. Мальчик, утративший жабу, вернулся,  на этот раз с девочкой. На ней уже была хогвартская форма.       -- Кто-нибудь видел жабу? А то Невилль потерял, -- сказала девочка, обладавшая командным  голосом, копной каштановых волос и довольно большими передними зубами.      -- Мы ему уже сказали, что не видели, -- ответил Рон, но девочка не слушала, глядя на палочку в  его руке.      -- О, ты колдуешь? Ну-ка, посмотрим.       Она уселась. Рон выглядел неуверенно.      -- Э-э... Ладно.      Он прочистил горло.       ""Солнце, лютики, шалфей,          Глупый жирный крыс, желтей"".       Он взмахнул палочкой, но ничего не произошло. Скабберс остался серым и спящим.       -- Ты уверен, что это настоящее заклинание? -- спросила девочка. -- Не больно-то оно хорошо. Я  пробовала несколько несложных заклинаний, просто для практики, и у меня все получалось. У нас в  семье нет волшебников, это было так неожиданно, когда я получила письмо, но я была так ужасно  рада, конечно, я считаю, что лучшей школы колдовства просто не существует, насколько я слышала, - - Я, разумеется, выучила все наши учебники наизусть, я только надеюсь, что этого будет достаточно --  между прочим, я Гермиона Грейнджер, а вы кто?       Все это было сказано очень быстро.       Гарри глянул на Рона и с облегчением понял по его потрясенному лицу, что тот тоже не выучил  всех учебников наизусть.       -- Я Рон Уизли, -- пробормотал Рон.       -- Гарри Поттер, -- сказал Гарри.       -- Ой, правда, -- изумилась Гермиона. -- Я про тебя все, разумеется, знаю -- я брала несколько  книжек для дополнительного чтения, и про тебя есть в Современной Истории Магии, в Расцвете и  Падении Темных Искусств, и в Главных Магических Событиях Двадцатого Века.       -- Про меня? -- спросил Гарри, слегка обалдев.       -- Господи, неужели ты не знаешь, я бы давным-давно все разузнала, будь я на твоем месте.--  сказала Гермиона. -- Кто-нибудь из вас уже знает, в каком Доме он будет? Я тут поспрашивала, и  надеюсь, что я попаду в Гриффиндор, судя по всему, это самое лучшее, я слышала, что сам  Дамбльдор оттуда, но с другой стороны Равенклоу тоже неплохо... Так или иначе, нам пора идти  искать жабу Невилля. Вы бы лучше переоделись, я полагаю, мы скоро приедем.       И она удалилась, волоча за собой безжабого мальчика.       -- Куда бы я ни попал, надеюсь, что ее там не будет, -- сказал Рон, бросая палочку обратно в  сундук. --  Дурацкое заклинание, мне его Джордж подсунул, держу пари, он знал, что это фальшивка.       -- А в каком Доме твои братья? -- спросил Гарри.       -- В Гриффиндоре, -- ответил Рон. Он опять помрачнел. -- Мама с папой тоже были там. Не знаю,  что они скажут, если я попаду не туда. Вроде бы Равенклоу тоже ничего, но представь, если меня  засунут в Слиферин.       -- Это Дом, где был Вол- , в смысле, Ты-Знаешь-Кто?       -- Да. -- ответил Рон. Он с несчастным видом откинулся на сиденье.       -- Знаешь, мне кажется, у Скабберса кончики усов немного посветлели, -- сказал Гарри, стараясь  отвлечь его от размышлений о Домах. -- А чем занимаются твои старшие братья, ведь они уже  взрослые?       Гарри действительно было интересно, чем занимаются волшебники после окончания школы.        -- Чарли в Румынии изучает драконов, а Билл делает что-то для Гринготтов в Африке, -- ответил  Рон. -- Ты слышал о Гринготтах?  ""Ежедневный Пророк"" только об этом и писал, но навряд ли ты  читал его у магглов -- Пытались ограбить суперсекретный сейф.       Гарри широко раскрыл глаза.       -- Правда?  И что с ними сделали?  ",4210,2659
psych.pdf,ru,136,"  Рис. 4.14. Решетка Германна. Серые пятна, наблюдаемые на пересечении белых линий,  являются иллюзией. Они видимы вашим глазом и мозгом, но не присутствуют на странице. Чтобы  убедиться в том, что в действительности они отсутствуют, переместите взгляд на другие  пересечения; вы убедитесь в том, что на пересечении, на которое вы смотрите прямо, серого пятна  никогда не видно. Они появляются только в тех пересечениях, которые попадают в ваше  периферическое зрение.    Данная иллюзия является непосредственным результатом взаимосвязей между ганглиозными  клетками, снижающими активность клеток, смежных с наиболее активной. Так, ганглиозная клетка,  фокусирующаяся на одном из пересечений белых линий решетки, получает сигнал, снижающий  уровень сигналов, исходящих от соседних клеток (firing), находящихся со всех четырех сторон (то  есть клеток, расположенных выше, ниже, правее и левее от пересечения). С другой стороны,  ганглиозная клетка, находящаяся на белой горизонтальной или вертикальной линии, будет получать  сигнал, снижающий активность исходящего сигнала только двух соседних клеток, находящихся на  той же линии. В результате пересечения кажутся темнее, чем белые горизонтальные и вертикальные  линии, потому что в этих участках находится максимальное число клеток, получающих сигналы,  снижающих уровень исходящего сигнала.  Но почему темные пятна появляются только на пересечениях, на которые вы непосредственно  не смотрите? Это происходит потому, что дистанции, на которые передается сигнал, значительно  короче в центре зрительного поля, чем на периферии. Благодаря такому расположению ганглиозных  клеток острота нашего зрения значительно выше в центре зрительного поля, чем на периферии.    Восприятие цвета    Свет различается только длиной волны. Зрительная система человека совершает с длиной  волны нечто удивительное: она превращает ее в цвет, причем из разных длин волн получаются  различные цвета. Например, свет с короткой длиной волны (450-500 нанометров) выглядит синим;  свет со средней длиной волны (примерно 500-570 нанометров) выглядит зеленым; а свет с большой  длиной волны (620-700 нанометров) выглядит красным (рис. 4.15).    ",2169,1605
psych.pdf,ru,621,"Физическая привлекательность. Для большинства из нас есть что-то, мягко говоря,  недемократичное в том, что от физического облика человека зависит, насколько хорошо к нему  относятся окружающие. В отличие от характера и склада личности, у нас мало возможности  контролировать физический облик, поэтому кажется нечестным, что этот критерий служит основой  для симпатий. В действительности обследования, охватывающие по протяженности несколько  десятилетий, показали, что люди не очень высоко ставят физическую привлекательность среди  факторов симпатии к другим людям (Buss & Barnes, 1986; Hudson & Hoyt, 1981; Tesser & Brodie, 1971;  Perrin, 1921).  Но исследования реального поведения показывают иное (см. обзор в: Brehm, 1992). Одна  группа психологов устроила «компьютерные танцы», в которых мужчины и женщины из колледжа  были разделены на пары случайным образом. В перерыв каждый заполнял анонимный опросник,  оценивавший ее или его данные. Кроме того, экспериментаторы получили несколько показателей  личностного теста для каждого человека, а также независимую оценку ее или его физической  привлекательности. Результаты показали, что то, насколько человек нравился своему партнеру,  зависело только от его физической привлекательности. Никакие характеристики, вроде интеллекта,  социальных навыков или личностных качеств не были связаны с притягательностью партнеров друг  для друга (Walster et al., 1966). Этот эксперимент был повторен много раз, включая такой же с  мужчинами-гомосексуалистами (Sergios & Cody, 1985), и всякий раз он давал сходные результаты.  Кроме того, физическая привлекательность играет роль не только при первой встрече, но и при  последующих (Mathes, 1975).  Почему физическая привлекательность так важна? Частично причина заключается в том, что  наше социальное положение и самоуважение возрастают, когда нас видят с физически  привлекательным партнером. И мужчины, и женщины оцениваются другими более благоприятно,  когда их сопровождает привлекательный романтический партнер или друг (Shepos, Deming & Young,  1977; Sigall & Landy, 1973). Но тут есть интересный поворот: и мужчины, и женщины оцениваются  менее благоприятно, когда их видят с незнакомым человеком, более привлекательным, чем они сами  (Kernis & Wheeler, 1981). Очевидно, тут они проигрывают из-за сравнения с партнером. Этот эффект  был обнаружен в других исследованиях. Например, мужчины — студенты колледжа, которые только  что посмотрели телепрограмму с участием красивой молодой женщины, оценивали ниже  привлекательность более типичной женщины на фотографии; то же самое было у мужчин и женщин,  которым сначала показали фото очень привлекательной женщины (Kenrick & Gutierres, 1980).  К счастью, у некрасивых есть надежда. Прежде всего, при выборе постоянного партнера роль  его физической привлекательности со временем падает (Stroebe et al., 1971). Как мы увидим далее,  здесь могут сыграть благоприятную роль и некоторые другие факторы.  Близость местонахождения. В 30-х годах в Филадельфии, после изучения 5000 заявлений о  вступлении в брак, обнаружилось, что 1/3 всех пар живут в пределах 5 кварталов друг от друга  (Rubin, 1973). Исследование показывает, что наилучшим из отдельных предсказателей наличия  дружбы между людьми является то, насколько близко они живут. В исследовании схем дружбы в  многоквартирных домах живущих там людей просили назвать имена трех человек, с которыми они  общаются наиболее часто. Жители упомянули 41% соседей, живших в соседней квартире, 22% тех,  кто живет через одну дверь (около 10 м), и только 10% тех, кто живет на другом конце холла  (Festinger, Schachter & Back, 1950). Исследования общежитии колледжа показали то же самое. Спустя  полный академический год среди соседей по комнате друзей оказывается вдвое больше, чем среди  соседей по этажу, а среди соседей по этажу — более чем вдвое больше, чем среди всех жителей  общежития (Priest & Sawyer, 1967).  <Рис. Эти соседи, вероятно, подружатся просто в силу территориальной близости.>  Конечно, есть случаи, когда соседи по коридору и соседи по комнате ненавидят друг друга, и  главным исключением из дружеского влияния близости является изначальный антагонизм. Чтобы  проверить это, испытуемого оставляли ждать в лаборатории вместе с женщиной-коллегой, которая  вела себя с этим испытуемым прилично или плохо. Если она вела себя хорошо, то чем ближе она  сидела, тем больше нравилась испытуемому; если она вела себя плохо, то чем ближе она сидела, тем  меньше нравилась. Близость просто усиливала изначальную реакцию (Schiffenbauer & Schiavo, 1976).  Но поскольку большинство первых встреч попадают в диапазон от нейтральных до приятных,  наиболее частый результат поддержания близости — это дружба.  Те, кто верит в чудеса, когда дело заходит о сердечных материях, полагают, что где-то на свете  существует идеальный партнер, нам предназначенный и только дожидающийся, чтобы его отыскали.  ",4898,2901
psych.pdf,ru,304,"Рис. 8.16. Иерархическое дерево. Построение иерархических деревьев для глав из учебников может  помочь студентам воспроизвести информацию из этих глав. Дерево на рисунке отображает  организацию части этой главы.    Тренируемость воспроизведения    Еще один способ улучшить воспроизведение — тренироваться в нем, то есть задавать себе  вопросы о том, что вы пытаетесь заучить. Предположим, у вас есть 2 часа на то, чтобы выучить  задание, на прочтение которого требуется примерно 30 минут. Читать и перечитывать задание 4 раза  — это в общем менее эффективный путь, чем прочитать его 1 раз и потом задавать себе вопросы о  нем. Потом можно перечитать отдельные места, чтобы уяснить моменты, которые было трудно  воспроизвести после первого чтения, и возможно, стоит глубже осмыслить эти моменты, связав их  друг с другом и с остальной частью задания. Пробное воспроизведение является хорошим приемом  эффективного использования учебного времени. Это было доказано давно в экспериментах с  использованием материала, аналогичного изучаемому в учебных курсах (рис. 8.17).    ",1071,1098
